"","Year","Geography","Age at time of death","Sex","Leading causes of death (ICD-10)","Value"
"1664","2020","data.Canada","data.45 to 54 years","data.Males","data.Diseases of heart",51.2
"1665","2020","data.Canada","data.45 to 54 years","data.Males","data.Cerebrovascular diseases",7.2
"1666","2020","data.Canada","data.45 to 54 years","data.Males","data.Influenza and pneumonia",3.7
"1667","2020","data.Canada","data.45 to 54 years","data.Males","data.Chronic lower respiratory diseases",3.3
"1668","2020","data.Canada","data.45 to 54 years","data.Males","data.Chronic liver disease and cirrhosis",17.2
"1669","2020","data.Canada","data.45 to 54 years","data.Males","data.Accidents (unintentional injuries)",45.5
"1670","2020","data.Canada","data.45 to 54 years","data.Males","data.Intentional self-harm (suicide)",19.1
"1671","2020","data.Canada","data.45 to 54 years","data.Females","data.Malignant neoplasms",77.4
"1672","2020","data.Canada","data.45 to 54 years","data.Females","data.Diabetes mellitus",4
"1673","2020","data.Canada","data.45 to 54 years","data.Females","data.Alzheimer's disease",0
"1674","2020","data.Canada","data.45 to 54 years","data.Females","data.Diseases of heart",17.4
"1675","2020","data.Canada","data.45 to 54 years","data.Females","data.Cerebrovascular diseases",5.6
"1676","2020","data.Canada","data.45 to 54 years","data.Females","data.Influenza and pneumonia",2.2
"1677","2020","data.Canada","data.45 to 54 years","data.Females","data.Chronic lower respiratory diseases",2.4
"1678","2020","data.Canada","data.45 to 54 years","data.Females","data.Chronic liver disease and cirrhosis",8.6
"1679","2020","data.Canada","data.45 to 54 years","data.Females","data.Accidents (unintentional injuries)",13.8
"1680","2020","data.Canada","data.45 to 54 years","data.Females","data.Intentional self-harm (suicide)",6.7
"1681","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Malignant neoplasms",238.7
"1682","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Diabetes mellitus",17.8
"1683","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Alzheimer's disease",1.1
"1684","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Diseases of heart",99
"1685","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Cerebrovascular diseases",16.8
"1686","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Influenza and pneumonia",6.5
"1687","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic lower respiratory diseases",18.7
"1688","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Chronic liver disease and cirrhosis",21.5
"1689","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Accidents (unintentional injuries)",30.2
"1690","2020","data.Canada","data.55 to 64 years","data.Both sexes","data.Intentional self-harm (suicide)",13.6
"1691","2020","data.Canada","data.55 to 64 years","data.Males","data.Malignant neoplasms",248.6
"1692","2020","data.Canada","data.55 to 64 years","data.Males","data.Diabetes mellitus",23.6
"1693","2020","data.Canada","data.55 to 64 years","data.Males","data.Alzheimer's disease",0.9
"1694","2020","data.Canada","data.55 to 64 years","data.Males","data.Diseases of heart",150.1
"1695","2020","data.Canada","data.55 to 64 years","data.Males","data.Cerebrovascular diseases",19.9
"1696","2020","data.Canada","data.55 to 64 years","data.Males","data.Influenza and pneumonia",7.8
"1697","2020","data.Canada","data.55 to 64 years","data.Males","data.Chronic lower respiratory diseases",21.3
"1698","2020","data.Canada","data.55 to 64 years","data.Males","data.Chronic liver disease and cirrhosis",28.3
"1699","2020","data.Canada","data.55 to 64 years","data.Males","data.Accidents (unintentional injuries)",45.8
"1700","2020","data.Canada","data.55 to 64 years","data.Males","data.Intentional self-harm (suicide)",21.5
"1701","2020","data.Canada","data.55 to 64 years","data.Females","data.Malignant neoplasms",229
"1702","2020","data.Canada","data.55 to 64 years","data.Females","data.Diabetes mellitus",12.2
"1703","2020","data.Canada","data.55 to 64 years","data.Females","data.Alzheimer's disease",1.3
"1704","2020","data.Canada","data.55 to 64 years","data.Females","data.Diseases of heart",49
"1705","2020","data.Canada","data.55 to 64 years","data.Females","data.Cerebrovascular diseases",13.8
"1706","2020","data.Canada","data.55 to 64 years","data.Females","data.Influenza and pneumonia",5.3
"1707","2020","data.Canada","data.55 to 64 years","data.Females","data.Chronic lower respiratory diseases",16.1
"1708","2020","data.Canada","data.55 to 64 years","data.Females","data.Chronic liver disease and cirrhosis",14.9
"1709","2020","data.Canada","data.55 to 64 years","data.Females","data.Accidents (unintentional injuries)",14.9
"1710","2020","data.Canada","data.55 to 64 years","data.Females","data.Intentional self-harm (suicide)",5.8
"1711","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Malignant neoplasms",564
"1712","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Diabetes mellitus",41
"1713","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Alzheimer's disease",9
"1714","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Diseases of heart",231.5
"1715","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Cerebrovascular diseases",49.9
"1716","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Influenza and pneumonia",18.6
"1717","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic lower respiratory diseases",68.7
"1718","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Chronic liver disease and cirrhosis",29.3
"1719","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Accidents (unintentional injuries)",35.4
"1720","2020","data.Canada","data.65 to 74 years","data.Both sexes","data.Intentional self-harm (suicide)",9
"1721","2020","data.Canada","data.65 to 74 years","data.Males","data.Malignant neoplasms",651.1
"1722","2020","data.Canada","data.65 to 74 years","data.Males","data.Diabetes mellitus",54.9
"1723","2020","data.Canada","data.65 to 74 years","data.Males","data.Alzheimer's disease",9
"1724","2020","data.Canada","data.65 to 74 years","data.Males","data.Diseases of heart",325.3
"1725","2020","data.Canada","data.65 to 74 years","data.Males","data.Cerebrovascular diseases",58.9
"1726","2020","data.Canada","data.65 to 74 years","data.Males","data.Influenza and pneumonia",23.3
"1727","2020","data.Canada","data.65 to 74 years","data.Males","data.Chronic lower respiratory diseases",77
"1728","2020","data.Canada","data.65 to 74 years","data.Males","data.Chronic liver disease and cirrhosis",42
"1729","2020","data.Canada","data.65 to 74 years","data.Males","data.Accidents (unintentional injuries)",46.6
"1730","2020","data.Canada","data.65 to 74 years","data.Males","data.Intentional self-harm (suicide)",14.5
"1731","2020","data.Canada","data.65 to 74 years","data.Females","data.Malignant neoplasms",483
"1732","2020","data.Canada","data.65 to 74 years","data.Females","data.Diabetes mellitus",28.1
"1733","2020","data.Canada","data.65 to 74 years","data.Females","data.Alzheimer's disease",9
"1734","2020","data.Canada","data.65 to 74 years","data.Females","data.Diseases of heart",144.3
"1735","2020","data.Canada","data.65 to 74 years","data.Females","data.Cerebrovascular diseases",41.6
"1736","2020","data.Canada","data.65 to 74 years","data.Females","data.Influenza and pneumonia",14.3
"1737","2020","data.Canada","data.65 to 74 years","data.Females","data.Chronic lower respiratory diseases",61
"1738","2020","data.Canada","data.65 to 74 years","data.Females","data.Chronic liver disease and cirrhosis",17.5
"1739","2020","data.Canada","data.65 to 74 years","data.Females","data.Accidents (unintentional injuries)",24.9
"1740","2020","data.Canada","data.65 to 74 years","data.Females","data.Intentional self-harm (suicide)",3.9
"1741","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Malignant neoplasms",1150.8
"1742","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Diabetes mellitus",106.3
"1743","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Alzheimer's disease",69.4
"1744","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Diseases of heart",643.9
"1745","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Cerebrovascular diseases",187.1
"1746","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Influenza and pneumonia",65.9
"1747","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic lower respiratory diseases",190.3
"1748","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Chronic liver disease and cirrhosis",31.4
"1749","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Accidents (unintentional injuries)",110.9
"1750","2020","data.Canada","data.75 to 84 years","data.Both sexes","data.Intentional self-harm (suicide)",9.7
"1751","2020","data.Canada","data.75 to 84 years","data.Males","data.Malignant neoplasms",1379.6
"1752","2020","data.Canada","data.75 to 84 years","data.Males","data.Diabetes mellitus",132.7
"1753","2020","data.Canada","data.75 to 84 years","data.Males","data.Alzheimer's disease",62.6
"1754","2020","data.Canada","data.75 to 84 years","data.Males","data.Diseases of heart",831.5
"1755","2020","data.Canada","data.75 to 84 years","data.Males","data.Cerebrovascular diseases",204.3
"1756","2020","data.Canada","data.75 to 84 years","data.Males","data.Influenza and pneumonia",81.2
"1757","2020","data.Canada","data.75 to 84 years","data.Males","data.Chronic lower respiratory diseases",212.9
"1758","2020","data.Canada","data.75 to 84 years","data.Males","data.Chronic liver disease and cirrhosis",41.9
"1759","2020","data.Canada","data.75 to 84 years","data.Males","data.Accidents (unintentional injuries)",133.9
"1760","2020","data.Canada","data.75 to 84 years","data.Males","data.Intentional self-harm (suicide)",16.3
"1761","2020","data.Canada","data.75 to 84 years","data.Females","data.Malignant neoplasms",957.7
"1762","2020","data.Canada","data.75 to 84 years","data.Females","data.Diabetes mellitus",84.1
"1763","2020","data.Canada","data.75 to 84 years","data.Females","data.Alzheimer's disease",75.1
"1764","2020","data.Canada","data.75 to 84 years","data.Females","data.Diseases of heart",485.4
"1765","2020","data.Canada","data.75 to 84 years","data.Females","data.Cerebrovascular diseases",172.5
"1766","2020","data.Canada","data.75 to 84 years","data.Females","data.Influenza and pneumonia",52.9
"1767","2020","data.Canada","data.75 to 84 years","data.Females","data.Chronic lower respiratory diseases",171.2
"1768","2020","data.Canada","data.75 to 84 years","data.Females","data.Chronic liver disease and cirrhosis",22.4
"1769","2020","data.Canada","data.75 to 84 years","data.Females","data.Accidents (unintentional injuries)",91.4
"1770","2020","data.Canada","data.75 to 84 years","data.Females","data.Intentional self-harm (suicide)",4.2
"1771","2020","data.Canada","data.85 and over","data.Both sexes","data.Malignant neoplasms",2044.1
"1772","2020","data.Canada","data.85 and over","data.Both sexes","data.Diabetes mellitus",269.7
"1773","2020","data.Canada","data.85 and over","data.Both sexes","data.Alzheimer's disease",457
"1774","2020","data.Canada","data.85 and over","data.Both sexes","data.Diseases of heart",2789
"1775","2020","data.Canada","data.85 and over","data.Both sexes","data.Cerebrovascular diseases",766.8
"1776","2020","data.Canada","data.85 and over","data.Both sexes","data.Influenza and pneumonia",378.4
"1777","2020","data.Canada","data.85 and over","data.Both sexes","data.Chronic lower respiratory diseases",462.6
"1778","2020","data.Canada","data.85 and over","data.Both sexes","data.Chronic liver disease and cirrhosis",29.2
"1779","2020","data.Canada","data.85 and over","data.Both sexes","data.Accidents (unintentional injuries)",569.2
"1780","2020","data.Canada","data.85 and over","data.Both sexes","data.Intentional self-harm (suicide)",12
"1781","2020","data.Canada","data.85 and over","data.Males","data.Malignant neoplasms",2777.2
"1782","2020","data.Canada","data.85 and over","data.Males","data.Diabetes mellitus",321.6
"1783","2020","data.Canada","data.85 and over","data.Males","data.Alzheimer's disease",363.4
"1784","2020","data.Canada","data.85 and over","data.Males","data.Diseases of heart",3102.6
"1785","2020","data.Canada","data.85 and over","data.Males","data.Cerebrovascular diseases",721.8
"1786","2020","data.Canada","data.85 and over","data.Males","data.Influenza and pneumonia",434.8
"1787","2020","data.Canada","data.85 and over","data.Males","data.Chronic lower respiratory diseases",573.7
"1788","2020","data.Canada","data.85 and over","data.Males","data.Chronic liver disease and cirrhosis",40.3
"1789","2020","data.Canada","data.85 and over","data.Males","data.Accidents (unintentional injuries)",596.2
"1790","2020","data.Canada","data.85 and over","data.Males","data.Intentional self-harm (suicide)",26.3
"1791","2020","data.Canada","data.85 and over","data.Females","data.Malignant neoplasms",1616.4
"1792","2020","data.Canada","data.85 and over","data.Females","data.Diabetes mellitus",239.4
"1793","2020","data.Canada","data.85 and over","data.Females","data.Alzheimer's disease",511.6
"1794","2020","data.Canada","data.85 and over","data.Females","data.Diseases of heart",2606.1
"1795","2020","data.Canada","data.85 and over","data.Females","data.Cerebrovascular diseases",793
"1796","2020","data.Canada","data.85 and over","data.Females","data.Influenza and pneumonia",345.4
"1797","2020","data.Canada","data.85 and over","data.Females","data.Chronic lower respiratory diseases",397.8
"1798","2020","data.Canada","data.85 and over","data.Females","data.Chronic liver disease and cirrhosis",22.8
"1799","2020","data.Canada","data.85 and over","data.Females","data.Accidents (unintentional injuries)",553.4
"1800","2020","data.Canada","data.85 and over","data.Females","data.Intentional self-harm (suicide)",3.7
